atc3_codigo,num_medicamentos,ejemplo_1,ejemplo_2,ejemplo_3,ejemplo_4,ejemplo_5
J07C,8,BOOSTRIX POLIO SUSPENSION INYECTABLE EN JERINGA PRECARGADA,HEXYON SUSPENSION INYECTABLE EN JERINGA PRECARGADA,INFANRIX HEXA POLVO Y SUSPENSION PARA SUSPENSION INYECTABLE,INFANRIX HEXA POLVO Y SUSPENSION PARA SUSPENSION INYECTABLE,INFANRIX-IPV SUSPENSION INYECTABLE EN JERINGA PRECARGADA
A03B,8,BUSCAPINA 10 mg COMPRIMIDOS RECUBIERTOS,BUSCOPRESC 20 mg SOLUCION INYECTABLE,"ATROPINA ACCORD 0,1 MG/ML SOLUCION INYECTABLE EN JERINGA PRECARGADA","ATROPINA AGUETTANT 0,1 MG/ML SOLUCION INYECTABLE EN JERINGA PRECARGADA","ATROPINA AGUETTANT 0,2 MG/ML SOLUCION INYECTABLE EN JERINGA PRECARGADA"
G02B,8,"CIRCLET 0,120 mg/0,015 mg CADA 24 HORAS, SISTEMA DE LIBERACION VAGINAL","DOLNA 0,120 MG/0,015 MG CADA 24 HORAS SISTEMA DE LIBERACION VAGINAL EFG","JAYDESS 13,5 MG SISTEMA DE LIBERACION INTRAUTERINO","KYLEENA 19,5 MG SISTEMA DE LIBERACION INTRAUTERINO","LEVOSERT 0,02 MG CADA 24 HORAS SISTEMA DE LIBERACION INTRAUTERINO"
M09A,8,NUCLEO CMP FORTE CAPSULAS,NUCLEO CMP FORTE INYECTABLE,SPINRAZA 12 MG SOLUCION INYECTABLE,"DUVYZAT 8,86 MG/ML SUSPENSION ORAL","EVRYSDI 0,75 mg/ml POLVO PARA SOLUCION ORAL"
B03B,8,OPTOVITE B12 1.000 MICROGRAMOS SOLUCIÓN INYECTABLE,ACFOL 5 mg COMPRIMIDOS,ACIDO FOLICO ARISTO 5 MG COMPRIMIDOS,ACIDO FÓLICO ASPOL 10MG CÁPSULAS DURAS,ACIDO FOLICO QUALIGEN 5 MG COMPRIMIDOS
V01A,8,ACARIZAX 12 SQ-HDM LIOFILIZADO SUBLINGUAL,ACTAIR 100 IR & 300 IR COMPRIMIDOS SUBLINGUALES,ACTAIR 300 IR COMPRIMIDOS SUBLINGUALES,"ALUTARD SQ APIS MELLIFERA ENVASE DE INICIO (100 SQ-U/ML, 1.000 SQ-U/ML, 10.000 SQ-U/ML Y 100.000 SQ-U/ML) SUSPENSION INYECTABLE",ALUTARD SQ APIS MELLIFERA 100.000 SQ-U/ML SUSPENSION INYECTABLE
B05Z,8,"ACCUSOL 35 POTASIO 2 mmol/L SOLUCION PARA HEMOFILTRACION, HEMODIALISIS Y HEMODIAFILTRACION","ACCUSOL 35 POTASIO 4 mmol/L SOLUCION PARA HEMOFILTRACION, HEMODIALISIS Y HEMODIAFILTRACION","ACCUSOL 35 SOLUCION PARA HEMOFILTRACION, HEMODIALISIS Y HEMODIAFILTRACION",BIPHOZYL SOLUCION PARA HEMODIALISIS/HEMOFILTRACION,CIFOBAN 136 MMOL/L SOLUCION PARA PERFUSION
G03F,7,ANGELIQ 1 mg/2 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,CLIMODIEN 2/2 mg COMPRIMIDOS RECUBIERTOS,PROGYLUTON COMPRIMIDOS RECUBIERTOS,"ACTIVELLE 1 mg/0,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",BIJUVA 1 MG/100 MG CAPSULAS BLANDAS
C04A,7,CLINADIL CAPSULAS,ANACERVIX 20 mg/400 mg CAPSULAS DURAS,DIERTINE 2 MG/ML GOTAS ORALES EN SOLUCIÓN,ELORGAN 400 mg COMPRIMIDOS DE LIBERACION PROLONGADA,HEMOVAS 300 MG SOLUCION PARA PERFUSION
S01F,7,COLIRCUSI FENILEFRINA 100 mg/ml colirio en solución,COLIROFTA ATROPINA 10 MG/ML COLIRIO EN SOLUCIÓN,COLIROFTA ATROPINA 5 MG/ML COLIRIO EN SOLUCION,COLIROFTA CICLOPLÉJICO 10 MG/ML COLIRIO EN SOLUCION,COLIROFTA TROPICAMIDA 10 MG/ML COLIRIO EN SOLUCION
D05A,7,"DAIVOBET 50 microgramos/ 0,5 mg/g POMADA","DAIVOBET 50 microgramos/0,5 mg/g GEL",DAIVONEX 50 MICROGRAMOS/G CREMA,"ENSTILAR 50 MICROGRAMOS/G + 0,5 MG/G ESPUMA CUTANEA",TARMED 40 MG/G CHAMPÚ
D04A,7,DERMAPIC 1 MG/G GEL,FENISTIL 1 mg/g GEL,FENISTIL 1 MG/ML EMULSIÓN CUTÁNEA,NEOSAYOMOL 20 mg/ g CREMA,POLARACREM 2 mg/g + 5 mg/g CREMA
N07X,7,EMYLIF 50 MG PELICULA BUCODISPERSABLE,FAMPYRA 10 MG COMPRIMIDOS DE LIBERACION PROLONGADA,FAMPYRA 10 MG COMPRIMIDOS DE LIBERACION PROLONGADA,OXIBATO DE SODIO NORMON 500 MG/ML SOLUCION ORAL EFG,QALSODY 100 MG SOLUCIÓN INYECTABLE
C07B,7,"LOBIVON PLUS 5 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",LOBIVON PLUS 5 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,SILOSTAR PLUS 5 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,"SILOSTAR PLUS 5mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",BISOPROLOL/HIDROCLOROTIAZIDA AUROVITAS 10 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG
C02A,7,ALDOMET FORTE 500 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA,ALDOMET 250 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA,"CATAPRESAN 0,150 mg COMPRIMIDOS",Intuniv 1mg comprimidos de liberacion prolongada,Intuniv 2mg comprimidos de liberacion prolongada
V09A,7,CERETEC ESTABILIZADO 500 MICROGRAMOS EQUIPO DE REACTIVOS PARA PREPARACIÓN RADIOFARMACÉUTICA,CERETEC 500 MICROGRAMOS EQUIPO DE REACTIVOS PARA PREPARACIÓN RADIOFARMACÉUTICA,DATSCAN 74 MBq/ml SOLUCION INYECTABLE,DATSCAN 74 MBq/ml SOLUCION INYECTABLE,EXAMETAZIMA RADIOPHARMACY 500 MICROGRAMOS EQUIPO DE REACTIVOS PARA PREPARACION RADIOFARMACEUTICA EFG
S02C,6,"ACEOTO PLUS 3 mg/ml + 0,25 mg/ml GOTAS ÓTICAS EN SOLUCIÓN","CETRAXAL PLUS 3 mg/ml + 0,25 mg/ml GOTAS ÓTICAS EN SOLUCIÓN","CETRAXAL PLUS 3 MG/ML + 0,25 MG/ML GOTAS OTICAS EN SOLUCION EN ENVASE UNIDOSIS","MENADERM OTOLOGICO 0,25 mg/10 mg/ml gotas oticas en solucion",OTIX GOTAS OTICAS EN SOLUCIÓN
S02A,6,ACEOTO 3 MG/ML GOTAS ÓTICAS EN SOLUCIÓN,CETRAXAL OTICO 3 MG/ML GOTAS OTICAS EN SOLUCION,CETRAXAL OTICO 3 MG/ML GOTAS OTICAS EN SOLUCION EN ENVASE UNIDOSIS,CIPROFLOXACINO QUALIGEN 1MG GOTAS ÓTICAS EN SOLUCIÓN EN ENVASE UNIDOSIS,CIPROXINA SIMPLE 3 mg/ml GOTAS OTICAS EN SOLUCION
A11H,6,AUXINA E-200 UI CAPSULAS BLANDAS,AUXINA E-400 UI CAPSULAS BLANDAS,AUXINA E-50 UI CAPSULAS BLANDAS,"BEPANMED 500 mg/2 ml, SOLUCION INYECTABLE",BENADON 300 mg COMPRIMIDOS RECUBIERTOS CON PELICULA
A11D,6,BENEXOL B1-B6-B12 COMPRIMIDOS RECUBIERTOS CON PELICULA,VITAGOBENS B1 B6 B12 COMPRIMIDOS RECUBIERTOS CON PELICULA,BENERVA 100 MG/ML SOLUCION INYECTABLE,BENERVA 300 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,BESTER COMPLEX CÁPSULAS DURAS
G02A,6,"METHERGIN 0,2 mg/ml SOLUCION INYECTABLE",MISOFAR 200 microgramos COMPRIMIDOS VAGINALES,MISOFAR 25 microgramos COMPRIMIDOS VAGINALES,PROPESS 10 mg SISTEMA DE LIBERACION VAGINAL,PROSTAGLANDINA E2 PFIZER 10 MG/ML CONCENTRADO PARA SOLUCION PARA PERFUSION
C03X,6,CANEPHRON COMPRIMIDOS RECUBIERTOS,JINARC 15 mg + 45 mg COMPRIMIDOS,JINARC 15 mg COMPRIMIDOS,JINARC 30 mg + 60 mg comprimidos,JINARC 30 mg + 90 mg COMPRIMIDOS
A07F,5,CASENFILUS POLVO,ULTRA-LEVURA 250 MG CAPSULAS DURAS,ULTRA-LEVURA 250 MG POLVO PARA SUSPENSION ORAL,ULTRA-LEVURA 250 MG POLVO Y DISOLVENTE PARA SUSPENSION ORAL,ULTRA-LEVURA 50 mg CAPSULAS DURAS
D07X,5,DIPROSALIC POMADA,"MENADERM CLIO 0,25 mg/30 mg/g CREMA","ALERGICAL 0,5 mg/ 0,1mg/g CREMA",CUATROCREM CREMA,"DETRAMAX 2,5 mg/g + 15 mg/g POMADA"
S01C,5,DUCRESSA 1 MG/ML + 5 MG/ML COLIRIO EN SOLUCION,MAXITROL 3.500 UI/ML + 6.000 UI/ML + 1 MG/ML COLIRIO EN SUSPENSIÓN,OFTALMOLOSA CUSI DE ICOL POMADA OFTALMICA,OFTALMOLOSA CUSÍ PREDNISONA NEOMICINA 5 MG/G + 5 MG/G POMADA OFTÁLMICA,TOBRADEX 1 MG/ML + 3 MG/ML COLIRIO EN SUSPENSIÓN
H05A,5,DURATIL 20 MICROGRAMOS/80 MICROLITROS SOLUCION INYECTABLE EN PLUMA PRECARGADA EFG,MOVYMIA 20 MICROGRAMOS/80 MICROLITROS SOLUCIÓN INYECTABLE,TETRIDAR 20 MICROGRAMOS/80 MICROLITROS SOLUCION INYECTABLE EN PLUMA PRECARGADA,ELADYNOS 80 MICROGRAMOS/DOSIS SOLUCION INYECTABLE EN PLUMA PRECARGADA,"FORSTEO 20 MICROGRAMOS/80 MICROLITROS, SOLUCION INYECTABLE"
P02C,5,ESKAZOLE 400 MG COMPRIMIDOS,IVERCARE 3 MG COMPRIMIDOS EFG,IVERGALEN 3 MG COMPRIMIDOS EFG,IVERMECTINA TEVA 3 MG COMPRIMIDOS EFG,IVERTILENE 3 MG COMPRIMIDOS EFG
N04A,5,KEMADREN 5 mg COMPRIMIDOS,AKINETON RETARD 4 MG COMPRIMIDOS DE LIBERACION PROLONGADA,AKINETON 5MG/ML SOLUCIÓN INYECTABLE,ARTANE 2 MG COMPRIMIDOS,ARTANE 5 MG COMPRIMIDOS
A09A,5,PANKREOFLAT 172 MG/80 MG COMPRIMIDOS RECUBIERTOS,KREON 10.000 U CAPSULAS DURAS GASTRORRESISTENTES,KREON 25.000 U cápsulas duras gastrorresistentes,KREON 35.000 U CAPSULAS DURAS GASTRORRESISTENTES,KREON 5.000 U GRANULADO GASTRORRESISTENTE
V08B,5,SULFATO DE BARIO ROVI TAC 5 G/100 ML SUSPENSION ORAL,"BARIGRAF AD 333,2 g POLVO PARA SUSPENSION ORAL",BARIGRAF TAC POLVO PARA SUSPENSION ORAL,"BARIGRAF 555,2 g POLVO PARA SUSPENSION RECTAL",BARILUX 830 mg/ml SUSPENSION ORAL Y RECTAL
C01A,5,"DIGOXINA KERN PHARMA 0,25 mg COMPRIMIDOS","DIGOXINA KERN PHARMA 0,25 mg/ml SOLUCION INYECTABLE","DIGOXINA TEOFARMA 0,25 mg COMPRIMIDOS",LANACORDIN PEDIATRICO,"LANIRAPID 0,1 mg COMPRIMIDOS"
C03E,4,ALDACTACINE 25 mg/15 mg COMPRIMIDOS,AMERIDE 5 mg/50 mg COMPRIMIDOS,ALDOLEO 50 MG/50 MG COMPRIMIDOS,DIUZINE 5 mg/50 mg COMPRIMIDOS,
R05F,4,BRONCOMEDICAL CON SULFOGUAYACOL 2MG/ML + 10MG/ML JARABE,CINFATOS EXPECTORANTE 10 mg + 100 mg solución oral en sobres,CINFATOS EXPECTORANTE 2 mg/ml + 20 mg/ml SOLUCION ORAL,"CODINEX 1 MG/ML + 1 MG/ML + 6,67 MG/ML JARABE",
R01B,4,CLARITYNE PLUS 10mg/240mg COMPRIMIDOS DE LIBERACION PROLONGADA,NARINE REPETABS 5 mg/120 mg COMPRIMIDOS DE LIBERACION PROLONGADA,PAIDOTERIN DESCONGESTIVO JARABE,RESPIDINA 120 MG COMPRIMIDOS DE LIBERACION PROLONGADA,
A07A,4,DIFICLIR 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,DIFICLIR 40 MG/ML GRANULADO PARA SUSPENSION ORAL,SPIRAXIN 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,HUMATIN 250 MG CAPSULAS DURAS,
D03A,4,LINITUL CICATRIZANTE POMADA,BLASTOESTIMULINA 10 MG/G POMADA,BLASTOESTIMULINA 20 MG/G POLVO CUTANEO,FILSUVEZ GEL,
R03C,4,"VENTOLIN 0,5 mg/ml SOLUCION INYECTABLE",VENTOLIN 2 mg/5 ml JARABE,ALDOBRONQUIAL 2 mg/5 ml JARABE,EFEDRINA LEVEL 50 MG COMPRIMIDOS,
P01A,3,ATOVACUONA GLENMARK 750 MG/5 ML SUSPENSION ORAL EFG,METRONIDAZOL NORMON 250 mg COMPRIMIDOS EFG,WELLVONE 750mg/5ml SUSPENSION ORAL,,
A11E,3,BECOZYME C FORTE COMPRIMIDOS RECUBIERTOS,NATIFAR 200/400/2 microgramos COMPRIMIDOS,YODUK COMPLEX COMPRIMIDOS,,
G03H,3,CLIMEN COMPRIMIDOS RECUBIERTOS,"DIANE DIARIO 2 mg/0,035 mg COMPRIMIDOS RECUBIERTOS",ANDROCUR 50 mg COMPRIMIDOS,,
S01H,3,COLIROFTA ANESTESICO DOBLE 1 MG/ML + 4 MG/ML COLIRIO EN SOLUCION,"COLIROFTA ANESTESICO 5 MG/ML + 0,5 MG/ML COLIRIO EN SOLUCION",OPHTESIC 20 MG/G GEL OFTALMICO EN ENVASE UNIDOSIS,,
C02D,3,LONITEN 10 mg comprimidos,HYDRAPRES 20 mg POLVO PARA SOLUCIÓN INYECTABLE,HYDRAPRES 50 mg COMPRIMIDOS,,
A12C,3,"MAGNESIOBOI 48,62 mg COMPRIMIDOS",ACTIMAG 400 MG/ML SOLUCION ORAL,"FOSFATO NM 3,56 G POLVO PARA SOLUCION ORAL",,
V10X,3,PLUVICTO 1 000 MBQ/ML SOLUCION INYECTABLE Y PARA PERFUSION,Xofigo 1100 kBq/ml solucion inyectable,IODURO (I131) DE SODIO CURIUM PHARMA SPAIN 37-7400 MBq CAPSULAS,,
G03B,3,PROVIRON 25 mg COMPRIMIDOS,REANDRON 1000 mg/4 ml SOLUCION INYECTABLE,ITNOGEN 2% GEL,,
A07C,3,SUERORAL CASEN POLVO PARA SOLUCION ORAL,SUERORAL HIPOSODICO,CITORSAL POLVO PARA SOLUCIÓN ORAL EN SOBRE,,
B02A,3,ACIDO TRANEXAMICO ZENTIVA 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,AMCHAFIBRIN 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,AMCHAFIBRIN 500 mg SOLUCION INYECTABLE,,
A01A,3,"AFTAJUVENTUS 2 MG/ML + 0,1 MG/ML SOLUCION BUCAL",DAKTARIN 20 MG/G GEL ORAL,"JUANOLGAR 0,51 MG/PULSACION SOLUCION PARA PULVERIZACION BUCAL",,
A07B,3,CARBOLIQ 200 mg/ ml SUSPENSION ORAL,CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL,CARBÓN VEGETAL ARKOPHARMA CÁPSULAS DURAS,,
A05B,3,CARDO MARIANO ARKOPHARMA CAPSULAS DURAS,HEPAMED COMPRIMIDOS,LEGALON 150 mg CAPSULAS,,
M01C,3,CUPRIPEN 250 mg CAPSULAS,CUPRIPEN 50 mg COMPRIMIDOS,DROGLICAN 200 mg/250 mg CAPSULAS DURAS,,
P01C,3,GLUCANTIME 1500 MG/5 ML SOLUCIÓN INYECTABLE,LAMPIT 120 MG COMPRIMIDOS,LAMPIT 30 MG COMPRIMIDOS,,
H02C,3,ISTURISA 1 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,ISTURISA 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,ISTURISA 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,,
D02A,2,ANTICONGESTIVA CUSI (PASTA LASSAR),AMNIOLINA POMADA,,,
H04A,2,GLUCAGEN HYPOKIT 1 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,BAQSIMI 3 MG POLVO NASAL EN ENVASE UNIDOSIS,,,
D09A,2,LINITUL CICATRIZANTE APOSITO IMPREGNADO,BETATUL 250 MG APÓSITO IMPREGNADO,,,
S01J,2,MINIMS FLUORESCEINA SODICA 20 MG/ML COLIRIO EN SOLUCION,FLUORESCEINA OCULOS 10% SOLUCION INYECTABLE,,,
A07X,2,TIORFAN 100 mg CAPSULAS DURAS,HIDRASEC 100 MG CAPSULAS DURAS,,,
H03C,2,YODUK 100 microgramos COMPRIMIDOS,YODUK 200 microgramos COMPRIMIDOS,,,
D05B,2,ACITRETINA IFC 10 mg CAPSULAS DURAS EFG,ACITRETINA IFC 25 mg CAPSULAS DURAS EFG,,,
A11B,2,AUXINA A+E FUERTE CÁPSULAS BLANDAS,HIDROPOLIVIT GOTAS ORALES EN SOLUCION,,,
A12B,2,BOI-K ASPARTICO COMPRIMIDOS EFERVESCENTES,BOI-K COMPRIMIDOS EFERVESCENTES,,,
V10A,2,CITRATO DE ERBIO (169Er) coloidal CIS BIO INTERNACIONAL 111 MBq/ML SUSPENSION INYECTABLE,CITRATO DE YTRIO (90 Y) COLOIDAL CIS BIO INTERNATIONAL 37-370 MBq/ml SUSPENSION INYECTABLE,,,
V09H,2,CITRATO DE GALIO (67GA) CURIUM PHARMA SPAIN 37 MBq/ml SOLUCION INYECTABLE,INDIO (111 IN) OXINA CURIUM PHARMA SPAIN 37 MBq/ml PRECURSOR RADIOFARMACEUTICO EN SOLUCION,,,
V09G,2,CLORURO DE TALIO (201 TI) CIS BIO INTERNATIONAL 37 MBq/ML SOLUCION INYECTABLE,CLORURO DE TALIO (201 Tl) CURIUM PHARMA SPAIN 37 MBq/ml SOLUCION INYECTABLE,,,
A15Z,2,"DESARROL 50 MG/ML + 25 MG/ML + 0,2 MG/ML SOLUCION ORAL",DYNAMOGÉN 3 MG/1 G/10ML SOLUCIÓN ORAL,,,
V09C,2,DMSA TECHNESCAN 1 mg EQUIPO DE REACTIVOS PARA PREPARACION RADIOFARMACEUTICA,"DTPA TECHNESCAN 20,8 mg EQUIPO DE REACTIVOS PARA PREPARACION RADIOFARMACEUTICA",,,
V09X,2,GALLIAD 0.74 - 1.85 GBQ GENERADOR DE RADIONUCLIDO,"GALLIAPHARM 0,74 - 1,85 GBq GENERADOR DE RADIONUCLIDO",,,
V09F,2,IODURO (123 I) DE SODIO CURIUM PHARMA SPAIN 37 MBq/ml SOLUCION INYECTABLE,IODURO (123I) DE SODIO GE HEALTHCARE 37 MBQ/ML SOLUCION INYECTABLE,,,
D03B,2,IRUXOL MONO POMADA,IRUXOL NEO POMADA,,,
A11J,1,AUXINA A+E CAPSULAS BLANDAS,,,,
S03C,1,"COLIRCUSI GENTADEXA 5 MG/ML+ 1 MG/ML+ 0,5 MG/ML COLIRIO/GOTAS ÓTICAS EN SOLUCIÓN",,,,
S02B,1,EKZEM 250 MICROGRAMOS/ML GOTAS OTICAS EN SOLUCION EN ENVASES UNIDOSIS,,,,
A11G,1,LAROSCORBINE 1000 mg/5 ml SOLUCION INYECTABLE,,,,
P03A,1,PERME-CURE 50 MG/G CREMA,,,,
A14A,1,PRIMOBOLAN DEPOT 100 MG SOLUCION INYECTABLE,,,,
J01R,1,RHODOGIL 750.000 U.I./125 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,,,,
D01B,1,TERBINAFINA NORMON 250 mg COMPRIMIDOS EFG,,,,
M03C,1,AGILUS 120 MG POLVO PARA SOLUCION INYECTABLE,,,,
C07C,1,BLOKIUM-DIU 100 mg/25 mg COMPRIMIDOS,,,,
A03D,1,BUSCOPRESC COMPOSITUM 2500 mg/20 mg SOLUCIÓN INYECTABLE,,,,
N06C,1,DEANXIT COMPRIMIDOS RECUBIERTOS CON PELICULA,,,,
V09B,1,HDP TECHNESCAN 3 MG EQUIPO DE REACTIVOS PARA PREPARACIÓN RADIOFARMACÉUTICA,,,,
